U3639150,CIVIC HYBRID,"PDI NEW VEHICLE..........Radio/Navi Code _34552________ Key Code_________"
U3639137,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3639137,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _63356________ Key Code__M557_______"
U3637238,ACCORD,REPAIR REQUEST 1. - C/S: RACK AND PINION is leaking and making noise goodwill auth code 26866
U3637238,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3637238,ACCORD,Customer States replace seat plastic cover on back of left front seat
U3637238,ACCORD,Perform Recall 11-050 - SECONDARY SHAFT BEARING
U3631779,ACCORD,Replace Standard Engine Oil and Filter
U3630093,CALIBER,MOUNT AND BALANCE 4 TIRES.
U3629173,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3629173,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3628153,ACCORD,MOUNT AND BALANCE 4 TIRES.
U3627558,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3627558,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3627330,ACCORD,CUSTOMER STATES: PU 11-049.........SOFTWARE UPDATE TO IMPROVE FUEL INJECTOR&VTC TIMING     (OIL CONSUMPTION) -- MUST BE ON VIN STATUS    08-11 ACCORD L$ & 10-11 CRV    NO EXPIRATION (DATED: 11/16/11) *** TIME IS .20 -------------------37820-R42-A59
U3627330,ACCORD,CUSTOMER STATES:  COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3627317,ACCORD,CUSTOMER STATES: SR 13-012.........POWER STEERING FEED HOSE LEAK 2003-07 ACCORDS - NO EXPIRATION (DATED: 1/26/2013) *****     TECH TIME --- 1.20 ***   PARTS DEPT --- 06530-SDB-315 (A KIT--ONLY GOOD FOR THIS SB) ------NO MORE THAN 3 BOTTLES OF FLUID......08206-9002 *** WARRANTY---5121G8...S=S6000...D=5NP00...FP 53713-SDB-A01
U3627317,ACCORD,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3626370,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3626370,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code__n587_______"
U3626268,ESCAPE,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3626268,ESCAPE,Replace OEM Front Brake Pads and Resurface Rotors (Trucks and SUV's)
U3626268,ESCAPE,Automatic Transmission Fluid Drain and Refill Service
U3626268,ESCAPE,PERFORM COMPLETE USED CAR DETAIL. TRUCK / VAN / SUV.
U3626268,ESCAPE,REPLACE WASHER RESERVOIR CAP
U3626268,ESCAPE,REPLACE CEILING LIGHT ASSY.
U3626268,ESCAPE,MOUNT AND BALANCE 4 TIRES.
U3625493,CIVIC,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3625493,CIVIC,MOUNT AND BALANCE 4 TIRES.
U3623708,EXPLORER,"re replace used rear diff with correct gear ratio. junk yard sent wrong diff, unable to rear tag due to painted over by junk yard."
U3623708,EXPLORER,"REPLACE REAR BRAKE PADS AND RESURFACE ROTORS, CLEAN AND LUBE CALIPER SLIDES. TEST DRIVE FOR PROPER OPERATION."
U3623708,EXPLORER,Customer States diag electrical for heater diag running at same speed.
U3623708,EXPLORER,PERFORM BUDGET LOT USED VEHICLE INSPECTION. SALEABLE UNIT.
U3623708,EXPLORER,PERFORM BUDGET LOT USED VEHICLE DETAIL. TRUCK/VAN/SUV.
U3623708,EXPLORER,Customer States replace heater fan switch
U3623708,EXPLORER,Customer States replace rear differential
U3623708,EXPLORER,Customer States diag rotational noise
U3623708,EXPLORER,Brake Fluid Exchange Service
U3623546,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3623546,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3622851,S-SERIES,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3622851,S-SERIES,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3620500,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3620500,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3620494,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3620494,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3618804,ACCORD,"SR 13-012.........Power Steering Feed Hose Leak2003-07 Accords - No Expiration (dated: 1/26/2013)*****     TECH TIME --- 1.20***   PARTS DEPT --- 06530-SDB-315 (a KIT--ONLY good for this SB)------no more than 3 bottles of fluid......08206-9002*** WARRANTY---5121G8...S=S6000...D=5NP00...FP 53713-SDB-A01"
U3618804,ACCORD,"SR 10-059.........Ignition Switch Key Interlock   03 Accord & Civic, 03-04 Element - VIN RANGE RESTRICTIONS APPLY   Customer Letter or be on VIN status   No Expiration (dated: 10/01/10)*** TIME... .20 or .30 ----------------- 35100-SDA-A31"
U3618804,ACCORD,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3616374,CIVIC HYBRID,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3616374,CIVIC HYBRID,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3616240,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3616240,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3616236,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3616236,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3615006,CIVIC,MOUNT AND BALANCE 4 TIRES. per che
U3613371,ACCORD,PERFORM 4 WHEEL ALIGNMENT (EXCLUDES S2000 AND ODYSSEY TOURING) - 4 WHEEL ALIGNMENT
U3613371,ACCORD,BRAKE FLUID EXCHANGE SERVICE - BRAKE FLUID SERVICE
U3613176,ACCORD,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3613176,ACCORD,Automatic Transmission Fluid Drain and Refill Service
U3613176,ACCORD,Brake Fluid Exchange Service
U3613176,ACCORD,MOUNT AND BALANCE 4 TIRES.
U3609460,ACCORD,CUSTOMER STATES:  COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3609460,ACCORD,"replace transmission, right front axle and seal, rear main seal and perform alignment"
U3609460,ACCORD,job opened for 2nd transmission due to the first one having a whine after installed
U3609460,ACCORD,Perform 4 Wheel Alignment (excludes S2000 and Odyssey Touring)
U3607119,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3607119,ACCORD,CUSTOMER REQUESTS 4 WHEEL ALIGNMENT.
U3605845,ACCORD,"REPAIR REQUEST 2. - C/S: CUSTOMER HAS A CLICKING SOUND WHEN TURNING, DID PREVIOUSLY REPLACE LEFT AXLE FOR CONCERN WITH CQ AFTERMARKET AXLE, CHECK AND ADVISE."
U3605845,ACCORD,"30,000 Mile Factory Service (5W-20 or 5W-30)  (2001-2005 Civic)(2003-2005 4 Cyl Accord)(2005-2007 Accord Hybrid)"
U3605845,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3605845,ACCORD,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3605328,SEBRING,"PERFORM BUDGET LOT USED VEHICLE INSPECTION. 2004 AND OLDER, BUDGET LOT VEHICLES. SALEABLE UNIT."
U3605328,SEBRING,Replace OEM Rear Brake Shoes and Resurface Drums
U3605328,SEBRING,RIGHT REAR OUTER DOOR HANDLE INOP.
U3605328,SEBRING,DRIVERS POWER WINDOW SWITCH
U3602952,ESCALADE,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3602952,ESCALADE,Brake Fluid Exchange Service
U3602952,ESCALADE,MOUNT AND BALANCE 2 TIRES.
U3601203,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3601203,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3601122,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3601122,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3599903,YUKON XL,REPLACE INTERMEDIATE SHAFT ASSEMBLY
U3598352,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3598352,ACCORD,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3597142,CIVIC,"Install Protection Protection Package 1     [-- .70   $429.30 --]*** Splash Guards...Tray...All Season Mats ***"
U3597142,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3592317,EXPLORER,Replace OEM Rear Brake Pads (Trucks and SUV's)
U3590816,ACCORD,"REPAIR REQUEST 1. - C/S: clutch still making noise recheck last time in replaced clutch pedal assembly, didnt fix noise"
U3589489,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3589489,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3588351,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3588351,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3585487,COBALT,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3585487,COBALT,MOUNT AND BALANCE 4 TIRES.
U3579794,CIVIC,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3579794,CIVIC,CUSTOMER STATES:  CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3579794,CIVIC,C/S: POWER STEERING SOUNDS LIKE IT IS WORKING TO HARD - CHECK AND ADVISE
U3579794,CIVIC,REPLACE LEFT FRONT DOOR LOCK CYLINDER AND REKEY TO MATCH
U3576968,TAURUS,"customer just picked up car and left and vehicle was overheating after leaving here, and has a hot smell, check and advise."
U3576968,TAURUS,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3575527,TAURUS,"REPLACE FRONT BRAKE PADS AND REPLACE ROTORS, LUBRICATE CALIPER SLIDES. TEST DRIVE FOR PROPER OPERATION."
U3575527,TAURUS,"Customer States over heating, shakes when braking please advise"
U3575527,TAURUS,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3575527,TAURUS,Brake Fluid Exchange Service
U3573169,COLORADO,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3572962,FOCUS,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3572962,FOCUS,MOUNT AND BALANCE 3 TIRES.
U3570517,EXPLORER,"PERFORM BUDGET LOT USED VEHICLE INSPECTION. 2004 AND OLDER, BUDGET LOT VEHICLES. SALEABLE UNIT."
U3570517,EXPLORER,REPLACE RIGHT REAR DIFFERENTIAL SEAL
U3570517,EXPLORER,REPLACE LEFT FRONT SUN VISOR
U3570517,EXPLORER,UNTWIST LEFT FRONT SEAT BELT
U3567660,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3567660,ACCORD,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3566922,ACCORD,"Customer States vehicle would not start, after jump started drove a little while then lights started flashing cd player made strange noises and won't work, will not start again. let it sit for a while and started rove it here. had a new battery installed last friday. please advise"
U3563608,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3563608,ACCORD,CUSTOMER REQUESTS DICK HANNAH HONDA WORLD CLASS INSPECTION.
U3563608,ACCORD,"82,500 Mile Factory Service (2001-2005 Civic)"
U3563608,ACCORD,REPLACE EXHAUST MANIFOLD GASKET
U3563608,ACCORD,Replace Dust and Pollen Filter
U3563083,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3563083,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3563081,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3563081,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3562919,TL,INSTALLATION OF SUSPENSION COMPONENTS - PARTS IN TRUNK
U3554907,CIVIC,Customer States car will lock it's self so cutomer has to keep the keys in her hand. is there a way to program it to a different setting??
U3554907,CIVIC,"Factory Service Interval ""A"" (0W-20) (2012 and Newer Civic and Civic GX/Natural Gas, 2006-2012 Civic Hybrid)"
U3554907,CIVIC,Maintenance Minder Sub Item Code 1
U3553558,ACCORD,"Factory Service Interval ""A""(0W-20)  (2011 and Newer Accord 4 Cylinder, Fit and CR-Z)"
U3553558,ACCORD,COMPLIMENTARY EXTERIOR HAND WASH AND INTERIOR EXPRESS VACUUM WITH RAIN-X TREATMENT.
U3553558,ACCORD,Maintenance Minder Sub Item Code 1
U3553216,ACCORD,Customer States blue tooth
U3552839,CALIBER,"REPLACE FRONT BRAKE PADS AND RESURFACE ROTORS, LUBRICATE CALIPER SLIDES. TEST DRIVE FOR PROPER OPERATION."
U3552839,CALIBER,PERFORM USED VEHICLE INSPECTION INCLUDES OIL CHANGE. ....2.2 REPLACE WIPERS AND AIR FILTER ALSO.
U3552839,CALIBER,MOUNT AND BALANCE 2 TIRES.
U3549662,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3549662,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3548812,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3548812,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
U3548810,CIVIC,"Install Protection Protection Package 1     [-- .70   $430.00 --]*** Splash Guards...Tray...All Season Mats ***"
U3548810,CIVIC,"PDI NEW VEHICLE..........Radio/Navi Code _________ Key Code_________"
